Layer	    Height	  log(P)	      cp	   lapse	nClouds	isconv	Conv_Region	  Pot_Temp	Temp_center
76	1460.943908	0.777044	26.661679	0.311851	0	0	0	0.000000e+00	224.027157
77	1472.749463	0.691202	26.664154	0.311822	0	0	0	0.000000e+00	224.344039
78	1484.554007	0.605360	26.664030	0.311824	0	0	0	0.000000e+00	224.324492
79	1496.349481	0.519519	26.662677	0.311839	0	0	0	0.000000e+00	224.154746
80	1508.132162	0.433677	26.660787	0.311861	0	0	0	0.000000e+00	223.909182
81	1519.896108	0.347835	26.658060	0.311893	0	0	0	0.000000e+00	223.553128
82	1531.632776	0.261993	26.653996	0.311941	0	0	0	0.000000e+00	223.037448
83	1543.337677	0.176151	26.649320	0.311996	0	0	0	0.000000e+00	222.433518
84	1554.962125	0.090309	26.637484	0.312134	0	0	0	0.000000e+00	220.903699
85	1566.541007	0.004467	26.630769	0.312213	0	0	0	0.000000e+00	220.035547
86	1578.102610	-0.081375	26.628247	0.312243	0	0	0	0.000000e+00	219.707633
87	1589.599811	-0.167217	26.618733	0.312354	0	0	0	0.000000e+00	218.483604
88	1601.021763	-0.253059	26.607662	0.312484	0	0	0	0.000000e+00	217.053864
89	1612.374814	-0.338901	26.597492	0.312604	0	0	0	0.000000e+00	215.744066
90	1623.632001	-0.424743	26.583377	0.312770	0	0	0	0.000000e+00	213.923380
91	1634.823198	-0.510584	26.573639	0.312884	0	0	0	0.000000e+00	212.670153
92	1645.990832	-0.596426	26.570181	0.312925	0	0	0	0.000000e+00	212.221453
93	1657.100300	-0.682268	26.561611	0.313026	0	0	0	0.000000e+00	211.114678
94	1668.157101	-0.768110	26.553887	0.313117	0	0	0	0.000000e+00	210.112657
95	1679.160194	-0.853952	26.545918	0.313211	0	0	0	0.000000e+00	209.094270
96	1690.106576	-0.939794	26.537563	0.313310	0	0	0	0.000000e+00	208.016025
97	1700.990853	-1.025636	26.528408	0.313418	0	0	0	0.000000e+00	206.837808
98	1711.807470	-1.111478	26.518417	0.313536	0	0	0	0.000000e+00	205.552357
99	1722.548333	-1.197320	26.507248	0.313668	0	0	0	0.000000e+00	204.112294
100	1733.214897	-1.283162	26.496351	0.313797	0	0	0	0.000000e+00	202.699400
101	1743.811201	-1.369004	26.485954	0.313920	0	0	0	0.000000e+00	201.363589
102	1754.333099	-1.454846	26.475639	0.314042	0	0	0	0.000000e+00	199.952789
103	1764.777475	-1.540687	26.484366	0.313939	0	0	0	0.000000e+00	198.480353
104	1775.144873	-1.626529	26.493108	0.313835	0	0	0	0.000000e+00	197.014332
105	1785.440083	-1.712371	26.501233	0.313739	0	0	0	0.000000e+00	195.642996
106	1795.660207	-1.798213	26.509612	0.313640	0	0	0	0.000000e+00	194.220177
107	1805.796014	-1.884055	26.519228	0.313526	0	0	0	0.000000e+00	192.614386
108	1815.867539	-1.969897	26.526377	0.313442	0	0	0	0.000000e+00	191.395237
109	1825.870726	-2.055739	26.534216	0.313349	0	0	0	0.000000e+00	190.092586
